scientific_name,order,order_num,family,family_num,genus,genus_num,species,early_interval,late_interval,max_age_mya,min_age_mya,country,state,longitude,latitude,latlng_basis,latlng_precision,formation,stratigraphy_scale,lithology,environment,assembly_composition,preservation_mode,collection_name,collection_type,life_habit,vision,diet,time_period,preservation_mode_count,presevation_mode_count_scaled,order_num_scaled,diet_scaled,country_scaled
Dipleura dekayi,Phacopida,21421,Homalonotidae,133738,Dipleura,21544,dekayi,Givetian,,387.95,382.31,US,New York,-75.854164,42.983334,based on nearby landmark,minutes,Skaneateles,bed,limestone,shallow subtidal indet.,,body,"Locality 16 (western Chittenango Valley), Limestone ""a"", Mottville Member, Madis",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,42
Eugonocare (Olenaspella) separatum,Olenida,392207,Aphelaspidae,133754,Olenaspella,20094,separata,Steptoean,Dolgellian,497.0,486.85,US,Nevada,-114.777779,39.404999,estimated from map,seconds,Dunderberg,formation,shale,,,,"Steptoean Stage, Duck Creek, Nevada - Palmer 1999",biostratigraphic,low-level epifaunal,well-developed,carnivore,,0,-1.280512398105458,2.9650455947417167,0,42
Ceraurinus icarus,Phacopida,21421,Cheiruridae,85334,Ceraurinus,21487,elongatus,Ashgill,,449.5,443.1,CA,Quebec,-64.25,48.541668,based on nearby landmark,seconds,Grande Coupe,,limestone,carbonate indet.,macrofossils,body,Priest's Road. Remipyga fauna,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,9
Neseuretus tristani,Phacopida,21421,Calymenidae,85380,Neseuretus,21658,tristani,Dobrotivian,,461.0,459.7,EU,Marao,-8.0,41.0,estimated from map,degrees,Moncorvo,formation,shale,marine indet.,macrofossils,body,Serra do Marao,biostratigraphic,epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,1,13
Homotelus elongatus,Asaphida,19834,Asaphidae,82596,Isotelus,20000,elongatus,Ashbyan,,457.3,449.6,US,Virginia,-81.34111,37.098057,estimated from map,seconds,Benbolt,member,limestone,carbonate indet.,macrofossils,body,"Oepikina Beds, Burkes Garden",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,42
Ameura missouriensis,Proetida,21062,Phillipsiidae,85866,Ameura,21069,missouriensis,Gzhelian,,303.7,298.9,US,Nebraska,-96.487,40.676998,estimated from map,3,Foraker,bed,shale,marine indet.,macrofossils,body,"Location 3, Little Nemaha River",taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,1,-0.03391346657626163,-0.3623829276467828,1,42
Spencella montanensis,Ptychopariida,20239,Ptychopariidae,80681,Spencella,20971,montanensis,Middle Cambrian,,506.5,497.0,US,Alaska,-141.183334,64.966667,,minutes,Hillard Limestone,group of beds,limestone,carbonate indet.,macrofossils,body,"USGS 4424-CO - Hillard Limestone, Adams Peak area",taxonomic,low-level epifaunal,well-developed,carnivore,,1,-0.03391346657626163,-0.3697613745446953,0,42
Stenoblepharum warburgae,Proetida,21062,Tropidocoryphidae,481277,Stenoblepharum,21376,warburgae,Pirgu,Hirnantian,449.5,443.1,EU,Dalarne,15.133333,61.0,based on political unit,degrees,Boda Limestone,formation,grainstone,"reef, buildup or bioherm","macrofossils,mesofossils",body,"Lissberget Quarry, Boda Lst.",taxonomic,low-level epifaunal,,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,13
Olenoides serratus,Corynexochida,19472,Dorypygidae,95207,Olenoides,19629,serratus,Delamaran,,509.7,505.3,CA,British Columbia,-116.472198,51.438499,based on nearby landmark,4,Burgess Shale,bed,siltstone,deep-water indet.,macrofossils,"body,cast,mold/impression,adpression,soft parts","BA -120 [Great Phyllopod Bed, Walcott Quarry Mbr, Burgess Shale Fm]",paleoecologic,nektobenthic,well-developed,carnivore,Cambrian,5,4.952482259540524,-0.37663776430253115,0,9
Nileus affinis,Asaphida,19834,Nileidae,124263,Nileus,20075,affinis,Whiterockian,,471.3,457.3,CA,Newfoundland and Labrador,-57.538334,50.360832,estimated from map,seconds,Table Cove,,limestone,slope,macrofossils,body,"Table Point, ""Middle Table Head"", 135 feet",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,9
Hystricurus oculilunatus,Proetida,21062,Hystricuridae,133751,Hystricurus,21211,oculilunatus,Ibexian,,488.9,471.3,CA,Newfoundland and Labrador,-55.989166,51.590557,estimated from map,seconds,Boat Harbour,,lime mudstone,peritidal,macrofossils,body,BH-1,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,9
Pseudophillipsia (Nodiphillipsia) spatulifera,Proetida,21062,Phillipsiidae,85866,Pseudophillipsia (Nodiphillipsia),21337,spatulifera,Capitanian,,264.28,259.51,JP,,141.529999,38.985001,based on nearby landmark,3,Kanokura,group of beds,not reported,marine indet.,macrofossils,mold/impression,"Kamiyatsuse, Kesennuma City, Miyagi Prefecture",taxonomic,low-level epifaunal,well-developed,detritivore,Permian,0,-1.280512398105458,-0.3623829276467828,1,20
Shumardia erquensis,Ptychopariida,20239,Shumardiidae,103550,Shumardia,20955,erquensis,Tremadoc,,486.4,477.1,AR,Salta,-65.163002,-22.106001,estimated from map,3,,formation,shale,offshore,macrofossils,body,S.Vic-17 (VP5) Western tributary of Rio Tres Lagunas,taxonomic,low-level epifaunal,blind,carnivore,Ordovician,1,-0.03391346657626163,-0.3697613745446953,0,3
Paraacidaspis hunanica,Lichida,19721,Lichakephalidae,155077,Paraacidaspis,19822,hunanica,Guzhangian,,500.5,497.0,CN,Hunan,109.525002,28.388056,based on nearby landmark,seconds,Huaqiao,bed,packstone,slope,macrofossils,body,"Paibi section, bed 26",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3744054030904045,0,10
Oryctocephalops guizhouensis,Corynexochida,19472,Oryctocephalidae,95230,Oryctocephalops,19638,guizhouensis,Duyunian,,514.5,506.5,CN,Guizhou,108.413887,26.747223,stated in text,seconds,Kaili,bed,claystone,slope,macrofossils,"cast,mold/impression","Wuliu Quarry, FZX36",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.37663776430253115,0,10
Proceratopyge rectispinata,Asaphida,19834,Ceratopygidae,82589,Proceratopyge,20136,fragilis,Sakian,,497.0,492.8,KZ,,69.949997,43.533333,estimated from map,minutes,Zhumabai,bed,lime mudstone,slope,mesofossils,"body,cast","Kyrshabakty River, 1358-2",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.37339232350417834,0,24
Deltina limba,Ptychopariida,20239,Ptychopariidae,80681,Deltina,20450,limba,Delamaran,,509.7,505.3,US,Utah,-113.050003,39.883331,estimated from map,minutes,Trailer,bed,limestone,marine indet.,macrofossils,"body,cast","Dugway Range, 27.37m, LACMIP 15531",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.3697613745446953,0,42
Olenellus (Olenellus) fowleri,Redlichiida,19346,Olenellidae,90394,Olenellus (Olenellus),19149,fowleri,Dyeran,,515.3,509.7,US,Nevada,-114.550003,37.75,estimated from map,minutes,Pioche,,claystone,shallow subtidal indet.,"macrofossils,mesofossils",trace,"Ruin Wash Lagerstätte, Pioche Fm, Unit D",paleoecologic,low-level epifaunal,well-developed,detritivore,Cambrian,0,-1.280512398105458,-0.3777673928677036,1,42
Prionocheilus obtusus,Phacopida,21421,Calymenidae,85380,Prionocheilus,21725,obtusus,Oandu,,452.8,451.8,EU,,10.538333,59.839169,estimated from map,seconds,Nakkholmen,,limestone,marine indet.,"macrofossils,mesofossils",body,"Raudskjer, Nakkholmen Fm",taxonomic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Lonchodomas rostratus,Trinucleida,198568,Raphiophoridae,124265,Lonchodomas,20035,rostratus,Kukruse,,458.0,456.8,EU,,28.793888,59.441666,,seconds,Viivikonna,,shale,marine indet.,"macrofossils,mesofossils",body,"Alekseevka Quarry, Viivikonna Fm.",taxonomic,low-level epifaunal,blind,detritivore,Ordovician,1,-0.03391346657626163,1.2290126921112443,1,13
Proetus lindoei,Proetida,21062,Proetidae,56726,Proetus,21327,lindoei,Rhuddanian,,443.1,440.5,CA,Quebec,-64.384445,49.803612,estimated from map,seconds,Becscie,,limestone,open shallow subtidal,"macrofossils,mesofossils",body,AN7 300-400,taxonomic,low-level epifaunal,well-developed,detritivore,Silurian,1,-0.03391346657626163,-0.3623829276467828,1,9
Apolichas truncatus,Lichida,19721,Lichidae,123406,Lichas,19745,truncatus,Ludlow,,426.7,422.7,JP,Shikoku,133.218063,33.52972,estimated from map,seconds,Fukata,group of beds,reef rocks,"reef, buildup or bioherm",macrofossils,body,Loc. 3. Ys 15. Gomi Quarry,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3744054030904045,0,20
Hemiarges wesenbergensis,Lichida,19721,Lichidae,123406,Hemiarges,19740,wesenbergensis,Rakvere,,451.8,450.5,EU,Daugavpils,22.433332,56.583332,based on nearby landmark,minutes,,,lime mudstone,deep subtidal indet.,"macrofossils,mesofossils",body,"Berzini borehole, 453.7 - 440.1 m",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3744054030904045,0,13
Cirquella nelsoni,Redlichiida,19346,NO_FAMILY_SPECIFIED,NF,Cirquella,19123,nelsoni,Montezuman,,520.0,515.3,US,California,-118.15844,37.235523,stated in text,6,Campito,formation,not reported,marine indet.,"macrofossils,mesofossils",body,UCLA loc. 6789,taxonomic,low-level epifaunal,,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Lichanocoryphe kozlowskii,Proetida,21062,Phillipsiidae,85866,Lichanocoryphe,468742,kozlowskii,Ivorian,,353.7,346.7,EU,,22.125,52.758331,based on political unit,seconds,,formation,schist,marine indet.,macrofossils,"body,mold/impression","Zaremby, Heiligkreuz",taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,2,1.2126854649529348,-0.3623829276467828,1,13
Alokistocare paranotatum,Ptychopariida,20239,Alokistocaridae,95305,Alokistocare,20267,paranotatum,Delamaran,,509.7,505.3,CA,British Columbia,-116.449997,51.416668,estimated from map,minutes,Cathedral,formation,limestone,marine indet.,macrofossils,body,S9k. Fossil Gully. Beds 16,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,0,9
Shumardia alata,Ptychopariida,20239,Shumardiidae,103550,Shumardia,20955,alata,Tremadocian,,486.85,477.1,EU,,-3.805,52.858055,estimated from map,seconds,Cwmhesgen,bed,mudstone,open shallow subtidal,macrofossils,body,Afon Bryn-Ilin-fawr section 200.5 m,biostratigraphic,low-level epifaunal,blind,carnivore,Ordovician,1,-0.03391346657626163,-0.3697613745446953,0,13
Zlichovaspis (Zlichovaspis) rugosa,Phacopida,21421,Dalmanitidae,85376,Zlichovaspis (Zlichovaspis),458805,rugosa,Pragian,,413.02,410.62,EU,Srbsko,14.326944,49.986668,based on political unit,seconds,Slivenec Limestone,group of beds,limestone,carbonate indet.,macrofossils,body,"Cikanka Quarry, Slivence",taxonomic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,13
Wilbernia expansa,Olenida,392207,Idahoiidae,133763,Wilbernia,20231,expansa,Sunwaptan,,493.5,488.9,US,Oklahoma,-97.116669,34.391666,estimated from map,seconds,Honey Creek Limestone,bed,limestone,carbonate indet.,macrofossils,body,HS-0078. Layer 03,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,2.9650455947417167,0,42
Dipleura dekayi,Phacopida,21421,Homalonotidae,133738,Dipleura,21544,dekayi,Givetian,,387.95,382.31,US,New York,-75.570831,42.887501,based on nearby landmark,seconds,Skaneateles,bed,lime mudstone,shallow subtidal indet.,,body,"Locality 18 (Crow Hill Road), Limestone ""a"", Mottville Member, Madison Co., NY",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,42
Aphelaspis brachyphasis,Olenida,392207,Aphelaspidae,133754,Aphelaspis,19855,brachyphasis,Steptoean,Dolgellian,497.0,486.85,US,Nevada,-114.777779,39.404999,estimated from map,seconds,Dunderberg,formation,shale,,,,"Steptoean Stage, Duck Creek, Nevada - Palmer 1999",biostratigraphic,low-level epifaunal,well-developed,carnivore,,0,-1.280512398105458,2.9650455947417167,0,42
Cyclopyge vigilans,Asaphida,19834,Cyclopygidae,133735,Cyclopyge,19921,vigilans,Ashgill,,449.5,443.1,CA,Quebec,-64.25,48.541668,based on nearby landmark,seconds,Grande Coupe,,limestone,carbonate indet.,macrofossils,body,Priest's Road. Remipyga fauna,biostratigraphic,nektonic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,9
Crozonaspis struvei,Phacopida,21421,Dalmanitidae,85376,Crozonaspis,21510,struvei,Dobrotivian,,461.0,459.7,EU,Marao,-8.0,41.0,estimated from map,degrees,Fonte da Horta,group of beds,siltstone,marine indet.,"macrofossils,mesofossils",body,"The cut of the Luso road, Penacova, km <16,5 with the km <16.6, Buçaco",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Illaenus fieldi,Corynexochida,19472,Illaenidae,124262,Illaenus,19582,fieldi,Ashbyan,,457.3,449.6,US,Virginia,-81.34111,37.098057,estimated from map,seconds,Benbolt,member,limestone,carbonate indet.,macrofossils,body,"Oepikina Beds, Burkes Garden",biostratigraphic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,42
Ditomopyge whitei,Proetida,21062,Phillipsiidae,85866,Ditomopyge,21155,whitei,Asselian,,298.9,293.52,US,Nebraska,-98.593002,40.165001,estimated from map,3,Beattie,bed,limestone,shallow subtidal indet.,macrofossils,body,"Humboldt Quarry, Location 5, Richardson County",taxonomic,low-level epifaunal,well-developed,detritivore,Permian,1,-0.03391346657626163,-0.3623829276467828,1,42
Kootenia serrata,Corynexochida,19472,Dorypygidae,95207,Kootenia,134224,serrata,Middle Cambrian,,506.5,497.0,US,Alaska,-141.199997,64.966667,,minutes,Hillard Limestone,bed,limestone,carbonate indet.,macrofossils,body,"USGS 4348-CO - Hillard Limestone, Adams Peak area",taxonomic,nektobenthic,well-developed,carnivore,,1,-0.03391346657626163,-0.37663776430253115,0,42
Astroproetus ainae,Proetida,21062,Proetidae,56726,Astroproetus,21079,ainae,Pirgu,Hirnantian,449.5,443.1,EU,Dalarne,15.133333,61.0,based on political unit,degrees,Boda Limestone,formation,grainstone,"reef, buildup or bioherm","macrofossils,mesofossils",body,"Lissberget Quarry, Boda Lst.",taxonomic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,13
Oryctocephalites burgessensis,Corynexochida,19472,Oryctocephalidae,95230,Oryctocephalites,19637,burgessensis,Delamaran,,509.7,505.3,CA,British Columbia,-116.472198,51.438499,based on nearby landmark,4,Burgess Shale,bed,siltstone,deep-water indet.,macrofossils,"body,cast,mold/impression,adpression,soft parts","BA -120 [Great Phyllopod Bed, Walcott Quarry Mbr, Burgess Shale Fm]",paleoecologic,nektobenthic,well-developed,carnivore,Cambrian,5,4.952482259540524,-0.37663776430253115,0,9
Raymondaspis reticulatus,Corynexochida,19472,Styginidae,56893,Raymondaspis,21352,reticulatus,Whiterockian,,471.3,457.3,CA,Newfoundland and Labrador,-57.538334,50.360832,estimated from map,seconds,Table Cove,,limestone,slope,macrofossils,body,"Table Point, ""Middle Table Head"", 135 feet",biostratigraphic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,9
Hillyardina minuspustulata,Proetida,21062,Hystricuridae,133751,Hillyardina,21204,minuspustulata,Demingian,,486.85,483.4,CA,Newfoundland and Labrador,-55.989166,51.590557,estimated from map,seconds,Boat Harbour,,reef rocks,peritidal,macrofossils,body,BH-9,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,9
Cheiropyge koizumii,Proetida,21062,Brachymetopidae,56732,Cheiropyge,21117,koizumii,Capitanian,,264.28,259.51,JP,,141.542999,38.919998,based on nearby landmark,2,Iwaizaki,group of beds,siliciclastic,marine indet.,macrofossils,mold/impression,"Omote-Matsukawa quarry, Kesennuma City, Miyagi Prefecture",taxonomic,low-level epifaunal,well-developed,detritivore,Permian,0,-1.280512398105458,-0.3623829276467828,1,20
Parabolina argentina,Olenida,392207,Olenidae,82598,Parabolina,20790,argentina,Tremadoc,,486.4,477.1,AR,Salta,-65.163002,-22.106001,estimated from map,3,,formation,shale,offshore,macrofossils,body,S.Vic-17 (VP5) Western tributary of Rio Tres Lagunas,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,2.9650455947417167,0,3
Paracoosia kingi,Asaphida,19834,Anomocaridae,95299,Paracoosia,20112,kingi,Guzhangian,,500.5,497.0,CN,Hunan,109.525002,28.388056,based on nearby landmark,seconds,Huaqiao,bed,packstone,slope,macrofossils,body,"Paibi section, bed 26",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37339232350417834,0,10
Ovatoryctocara granulata,Corynexochida,19472,Oryctocephalidae,95230,Ovatoryctocara,95228,granulata,Duyunian,,514.5,506.5,CN,Guizhou,108.413887,26.747223,stated in text,seconds,Kaili,bed,claystone,slope,macrofossils,"cast,mold/impression","Wuliu Quarry, FZX36",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.37663776430253115,0,10
Corynexochus plumula,Corynexochida,19472,Corynexochidae,154832,Corynexochus,19538,plumula,Sakian,,497.0,492.8,KZ,,69.949997,43.533333,estimated from map,minutes,Zhumabai,bed,limestone,slope,mesofossils,"body,cast","Kyrshabakty River, 1359",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.37663776430253115,0,24
Zacanthoides fronslicinus,Corynexochida,19472,Zacanthoididae,95208,Zacanthoides,19718,fronslicinus,Delamaran,,509.7,505.3,US,Utah,-113.050003,39.883331,estimated from map,minutes,Trailer,bed,limestone,marine indet.,macrofossils,"body,cast","Dugway Range, 29.95m, LACMIP 15532",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.37663776430253115,0,42
Olenellus (Paedeumias) chiefensis,Redlichiida,19346,Olenellidae,90394,Olenellus (Paedeumias),19149,chiefensis,Dyeran,,515.3,509.7,US,Nevada,-114.550003,37.75,estimated from map,minutes,Pioche,,claystone,shallow subtidal indet.,"macrofossils,mesofossils",trace,"Ruin Wash Lagerstätte, Pioche Fm, Unit D",paleoecologic,low-level epifaunal,well-developed,detritivore,Cambrian,0,-1.280512398105458,-0.3777673928677036,1,42
Illaenus (Parillaenus) fallax,Corynexochida,19472,Illaenidae,124262,Illaenus (Parillaenus),19582,fallax,Oandu,,452.8,451.8,EU,,10.538333,59.839169,estimated from map,seconds,Nakkholmen,,limestone,marine indet.,"macrofossils,mesofossils",body,"Raudskjer, Nakkholmen Fm",taxonomic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,13
Chasmops odini,Phacopida,21421,Pterygometopidae,133731,Chasmops,21493,odini,Kukruse,,458.0,456.8,EU,,28.793888,59.441666,,seconds,Viivikonna,,shale,marine indet.,"macrofossils,mesofossils",body,"Alekseevka Quarry, Viivikonna Fm.",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Calymene barnesi,Phacopida,21421,Calymenidae,85380,Calymene,21478,barnesi,Rhuddanian,,443.1,440.5,CA,Quebec,-64.384445,49.803612,estimated from map,seconds,Becscie,,limestone,open shallow subtidal,"macrofossils,mesofossils",body,AN7 380,taxonomic,nektobenthic,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,9
Cerauroides orientalis,Phacopida,21421,Cheiruridae,85334,Crotalocephalus,21509,orientalis,Ludlow,,426.7,422.7,JP,Shikoku,133.218063,33.52972,estimated from map,seconds,Fukata,group of beds,reef rocks,"reef, buildup or bioherm",macrofossils,body,Loc. 3. Ys 15. Gomi Quarry,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,20
Otarozoum eichwaldi,Lichida,19721,Lichidae,123406,Otarozoum,19756,eichwaldi,Nabala,,450.5,449.9,EU,Daugavpils,22.433332,56.583332,based on nearby landmark,minutes,,,limestone,deep subtidal indet.,"macrofossils,mesofossils",body,"Berzini borehole, 440.1 - 424.4 m",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3744054030904045,0,13
Cirquella nelsoni,Redlichiida,19346,NO_FAMILY_SPECIFIED,NF,Cirquella,19123,nelsoni,Montezuman,,520.0,515.3,US,California,-118.152077,37.29966,stated in text,6,Campito,formation,not reported,marine indet.,"macrofossils,mesofossils,microfossils",body,UCLA loc. 6748,general faunal/floral,low-level epifaunal,,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Liobolina apodemata,Proetida,21062,Phillipsiidae,85866,Liobolina,21238,apodemata,Ivorian,,353.7,346.7,EU,,22.125,52.758331,based on political unit,seconds,,formation,schist,marine indet.,macrofossils,"body,mold/impression","Zaremby, Heiligkreuz",taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,2,1.2126854649529348,-0.3623829276467828,1,13
Bathyuriscus adaeus,Corynexochida,19472,Dolichometopidae,471668,Bathyuriscus,19500,adaeus,Delamaran,,509.7,505.3,CA,British Columbia,-116.449997,51.416668,estimated from map,minutes,Cathedral,formation,limestone,marine indet.,macrofossils,body,S9k. Fossil Gully. Beds 16,taxonomic,nektobenthic,,carnivore,Cambrian,1,-0.03391346657626163,-0.37663776430253115,0,9
Dechenella burmeisteri,Proetida,21062,Proetidae,56726,Dechenella,21144,burmeisteri,Early Givetian,,387.95,385.9,EU,Nordrhein-Westfalen,7.516667,51.333332,based on nearby landmark,minutes,Wesselbach,member,limestone,"reef, buildup or bioherm",macrofossils,body,Hohenlimburg I. Volmeburgstraße in Hagen-Delstern,taxonomic,low-level epifaunal,well-developed,detritivore,Devonian,1,-0.03391346657626163,-0.3623829276467828,1,13
Crotalocephalus albertii,Phacopida,21421,Cheiruridae,85334,Crotalocephalus,21509,albertii,Pragian,,413.02,410.62,EU,Srbsko,14.326944,49.986668,based on political unit,seconds,Slivenec Limestone,group of beds,limestone,carbonate indet.,macrofossils,body,"Cikanka Quarry, Slivence",taxonomic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,13
Orygmaspis llanoensis,Olenida,392207,Parabolinoididae,133752,Orygmaspis,20102,llanoensis,Sunwaptan,,493.5,488.9,US,Oklahoma,-97.116669,34.391666,estimated from map,seconds,Honey Creek Limestone,bed,limestone,carbonate indet.,macrofossils,body,HS-0075. Layer 03,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,2.9650455947417167,0,42
Eldredgeops rana,Phacopida,21421,Phacopidae,56891,Eldredgeops,21555,rana,Givetian,,387.95,382.31,US,New York,-76.25,42.9375,based on political unit,seconds,Skaneateles,bed,shale,transition zone/lower shoreface,,body,"Locality 7(Tanner Road), Tropidoleptus shales, Mottville Member, Onondaga Co., N",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,42
Proampyx acuminatus,Redlichiida,19346,Agraulidae,133144,Proampyx,20135,acuminatus,Marjumian,,504.5,497.0,US,Alaska,-163.405563,64.69278,based on nearby landmark,seconds,,bed,limestone,deep subtidal shelf,"macrofossils,mesofossils",cast,"Holitna Basin, Sleetmute A-2 quadrangle, Lone Mountain area, Farewell Terrane",biostratigraphic,low-level epifaunal,well-developed,detritivore,Cambrian,0,-1.280512398105458,-0.3777673928677036,1,42
Diacalymene consimilis,Phacopida,21421,Calymenidae,85380,Diacalymene,21537,consimilis,Ashgill,,449.5,443.1,CA,Quebec,-64.25,48.541668,based on nearby landmark,seconds,Grande Coupe,,limestone,carbonate indet.,macrofossils,body,Priest's Road. Remipyga fauna,biostratigraphic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,9
Morgatia hupei,Phacopida,21421,Dalmanitidae,85376,Morgatia,21651,hupei,Dobrotivian,,461.0,459.7,EU,Marao,-8.0,41.0,estimated from map,degrees,Fonte da Horta,group of beds,siltstone,marine indet.,"macrofossils,mesofossils",body,"The cut of the Luso road, Penacova, km <16,5 with the km <16.6, Buçaco",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Bumastus lioderma,Corynexochida,19472,Illaenidae,124262,Bumastus,19516,lioderma,Ashbyan,,457.3,449.6,US,Virginia,-81.357498,37.216946,estimated from map,seconds,Benbolt,member,limestone,carbonate indet.,"macrofossils,microfossils",body,"Oepikina Beds, Bluestone Valley",biostratigraphic,nektobenthic,,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,42
Amecephalus arrojosensis,Ptychopariida,20239,Alokistocaridae,95305,Amecephalus,20273,arrojosensis,St Davids,,506.5,497.0,US,Nevada,-114.603058,37.869446,based on nearby landmark,seconds,Pioche Shale,bed,limestone,marine indet.,macrofossils,body,"USNM 41750, Susan Duster Limestone Mbr, Highland Range",taxonomic,low-level epifaunal,well-developed,carnivore,,1,-0.03391346657626163,-0.3697613745446953,0,42
Colpocoryphe grandis,Phacopida,21421,Homalonotidae,133738,Colpocoryphe,21499,grandis,Caradoc,,458.2,449.5,TR,,49.483334,37.283333,based on nearby landmark,minutes,Bedinan,bed,shale,offshore indet.,macrofossils,body,"Locality Yo. 243A, Derik region",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,40
Ascetopeltis bockeliei,Proetida,21062,Tropidocoryphidae,481277,Ascetopeltis,21847,bockeliei,Rawtheyan,,448.8,445.2,EU,Oslo,10.495,59.853611,based on political unit,seconds,Langåra,formation,limestone,carbonate indet.,"macrofossils,mesofossils","body,cast","Holmenskjæret, Holmen",taxonomic,low-level epifaunal,,detritivore,Ordovician,2,1.2126854649529348,-0.3623829276467828,1,13
Ehmaniella burgessensis,Ptychopariida,20239,Alokistocaridae,95305,Ehmaniella,20471,burgessensis,Delamaran,,509.7,505.3,CA,British Columbia,-116.472198,51.438499,based on nearby landmark,4,Burgess Shale,bed,siltstone,deep-water indet.,macrofossils,"body,cast,mold/impression,adpression,soft parts","BA -130 [Great Phyllopod Bed, Walcott Quarry Mbr, Burgess Shale Fm]",paleoecologic,epifaunal,well-developed,detritivore,Cambrian,5,4.952482259540524,-0.3697613745446953,1,9
Lonchodomas normalis,Trinucleida,198568,Raphiophoridae,124265,Lonchodomas,20035,normalis,Whiterockian,,471.3,457.3,CA,Newfoundland and Labrador,-57.538334,50.360832,estimated from map,seconds,Table Cove,,limestone,slope,macrofossils,body,"Table Point, ""Middle Table Head"", 155 feet",biostratigraphic,low-level epifaunal,blind,detritivore,Ordovician,1,-0.03391346657626163,1.2290126921112443,1,9
